operation,matrix_size,variable_type,num_operations,optimal_thread,optimal_execution_time
elemwise_multiplication,370,0,136900,2,0.000333
addition,370,1,136900,4,0.000000
duplication,370,1,136900,2,0.000333
multiplication,370,1,101306000,8,0.056000
elemwise_multiplication,370,1,136900,4,0.000000
addition,371,0,137641,4,0.000000
duplication,371,0,137641,4,0.000000
multiplication,371,0,102129622,8,0.054333
elemwise_multiplication,371,0,137641,2,0.000333
addition,371,1,137641,2,0.000333
duplication,371,1,137641,2,0.000333
multiplication,371,1,102129622,8,0.059000
elemwise_multiplication,371,1,137641,1,0.000333
addition,372,0,138384,4,0.000333
duplication,372,0,138384,4,0.000000
multiplication,372,0,102957696,8,0.068667
elemwise_multiplication,372,0,138384,2,0.000333
addition,372,1,138384,2,0.000333
duplication,372,1,138384,2,0.000333
multiplication,372,1,102957696,8,0.071667
elemwise_multiplication,372,1,138384,2,0.000333
addition,373,0,139129,4,0.000333
duplication,373,0,139129,1,0.000333
multiplication,373,0,103790234,8,0.059000
elemwise_multiplication,373,0,139129,2,0.000333
addition,373,1,139129,8,0.000333
duplication,373,1,139129,2,0.000333
multiplication,373,1,103790234,16,0.060667
elemwise_multiplication,373,1,139129,2,0.000333
addition,374,0,139876,2,0.000333
duplication,374,0,139876,4,0.000333
multiplication,374,0,104627248,8,0.057667
elemwise_multiplication,374,0,139876,4,0.000000
addition,374,1,139876,4,0.000333
duplication,374,1,139876,2,0.000333
multiplication,374,1,104627248,8,0.060333
elemwise_multiplication,374,1,139876,1,0.000333
addition,375,0,140625,2,0.000333
duplication,375,0,140625,4,0.000333
multiplication,375,0,105468750,8,0.059000
elemwise_multiplication,375,0,140625,2,0.000333
addition,375,1,140625,2,0.000333
duplication,375,1,140625,2,0.000333
multiplication,375,1,105468750,8,0.058333
elemwise_multiplication,375,1,140625,4,0.000333
addition,376,0,141376,4,0.000333
duplication,376,0,141376,2,0.000333
multiplication,376,0,106314752,8,0.057667
elemwise_multiplication,376,0,141376,1,0.000333
addition,376,1,141376,4,0.000333
duplication,376,1,141376,4,0.000000
multiplication,376,1,106314752,16,0.059333
elemwise_multiplication,376,1,141376,4,0.000333
addition,377,0,142129,4,0.000333
duplication,377,0,142129,1,0.000333
multiplication,377,0,107165266,8,0.056667
elemwise_multiplication,377,0,142129,8,0.000000
addition,377,1,142129,4,0.000333
duplication,377,1,142129,8,0.000000
multiplication,377,1,107165266,8,0.059667
elemwise_multiplication,377,1,142129,4,0.000333
addition,378,0,142884,4,0.000333
duplication,378,0,142884,2,0.000333
multiplication,378,0,108020304,8,0.058333
elemwise_multiplication,378,0,142884,1,0.000333
addition,378,1,142884,2,0.000333
duplication,378,1,142884,1,0.000333
multiplication,378,1,108020304,8,0.063333
elemwise_multiplication,378,1,142884,2,0.000333
addition,379,0,143641,8,0.000333
duplication,379,0,143641,4,0.000000
multiplication,379,0,108879878,8,0.060000
elemwise_multiplication,379,0,143641,2,0.000333
addition,379,1,143641,4,0.000000
duplication,379,1,143641,4,0.000000
multiplication,379,1,108879878,8,0.059333
elemwise_multiplication,379,1,143641,1,0.000333
addition,380,0,144400,2,0.000333
duplication,380,0,144400,2,0.000333
multiplication,380,0,109744000,8,0.058000
elemwise_multiplication,380,0,144400,8,0.000000
addition,380,1,144400,8,0.000333
duplication,380,1,144400,4,0.000000
multiplication,380,1,109744000,8,0.067333
elemwise_multiplication,380,1,144400,4,0.000333
addition,381,0,145161,4,0.000333
duplication,381,0,145161,2,0.000333
multiplication,381,0,110612682,16,0.089000
elemwise_multiplication,381,0,145161,4,0.000000
addition,381,1,145161,4,0.000333
duplication,381,1,145161,2,0.000333
multiplication,381,1,110612682,8,0.093333
elemwise_multiplication,381,1,145161,4,0.000333
addition,382,0,145924,8,0.000333
duplication,382,0,145924,4,0.000000
multiplication,382,0,111485936,16,0.062000
elemwise_multiplication,382,0,145924,8,0.000333
addition,382,1,145924,4,0.000333
duplication,382,1,145924,1,0.000333
multiplication,382,1,111485936,16,0.065000
elemwise_multiplication,382,1,145924,2,0.000333
addition,383,0,146689,2,0.000333
duplication,383,0,146689,4,0.000000
multiplication,383,0,112363774,16,0.063000
elemwise_multiplication,383,0,146689,2,0.000333
addition,383,1,146689,2,0.000333
duplication,383,1,146689,4,0.000333
multiplication,383,1,112363774,16,0.065667
elemwise_multiplication,383,1,146689,4,0.000333
addition,384,0,147456,2,0.000333
duplication,384,0,147456,2,0.000333
multiplication,384,0,113246208,8,0.071667
elemwise_multiplication,384,0,147456,1,0.000333
addition,384,1,147456,4,0.000333
duplication,384,1,147456,4,0.000333
multiplication,384,1,113246208,8,0.091667
elemwise_multiplication,384,1,147456,1,0.000333
addition,385,0,148225,4,0.000333
duplication,385,0,148225,4,0.000333
multiplication,385,0,114133250,8,0.062000
elemwise_multiplication,385,0,148225,2,0.000333
addition,385,1,148225,8,0.000333
duplication,385,1,148225,1,0.000333
multiplication,385,1,114133250,8,0.063333
elemwise_multiplication,385,1,148225,2,0.000333
addition,386,0,148996,2,0.000333
duplication,386,0,148996,1,0.000333
multiplication,386,0,115024912,8,0.061667
elemwise_multiplication,386,0,148996,2,0.000333
addition,386,1,148996,4,0.000000
duplication,386,1,148996,4,0.000333
multiplication,386,1,115024912,8,0.063000
elemwise_multiplication,386,1,148996,4,0.000000
addition,387,0,149769,2,0.000333
duplication,387,0,149769,1,0.000333
multiplication,387,0,115921206,16,0.070667
elemwise_multiplication,387,0,149769,8,0.000000
addition,387,1,149769,4,0.000333
duplication,387,1,149769,2,0.000333
multiplication,387,1,115921206,8,0.075000
elemwise_multiplication,387,1,149769,2,0.000333
addition,388,0,150544,4,0.000333
duplication,388,0,150544,2,0.000333
multiplication,388,0,116822144,16,0.068000
elemwise_multiplication,388,0,150544,4,0.000000
addition,388,1,150544,4,0.000333
duplication,388,1,150544,4,0.000000
multiplication,388,1,116822144,8,0.064667
elemwise_multiplication,388,1,150544,8,0.000000
addition,389,0,151321,4,0.000333
duplication,389,0,151321,2,0.000333
multiplication,389,0,117727738,8,0.062667
elemwise_multiplication,389,0,151321,2,0.000333
addition,389,1,151321,8,0.000333
duplication,389,1,151321,4,0.000333
multiplication,389,1,117727738,8,0.064667
elemwise_multiplication,389,1,151321,2,0.000333
addition,390,0,152100,8,0.000333
duplication,390,0,152100,2,0.000333
multiplication,390,0,118638000,8,0.079333
elemwise_multiplication,390,0,152100,4,0.000000
addition,390,1,152100,2,0.000333
duplication,390,1,152100,2,0.000333
multiplication,390,1,118638000,8,0.082000
elemwise_multiplication,390,1,152100,2,0.000333
addition,391,0,152881,4,0.000333
duplication,391,0,152881,2,0.000333
multiplication,391,0,119552942,8,0.067333
elemwise_multiplication,391,0,152881,2,0.000333
addition,391,1,152881,4,0.000333
duplication,391,1,152881,2,0.000333
multiplication,391,1,119552942,8,0.070000
elemwise_multiplication,391,1,152881,8,0.000000
addition,392,0,153664,4,0.000333
duplication,392,0,153664,4,0.000000
multiplication,392,0,120472576,8,0.066667
elemwise_multiplication,392,0,153664,2,0.000333
addition,392,1,153664,2,0.000333
duplication,392,1,153664,8,0.000000
multiplication,392,1,120472576,8,0.070333
elemwise_multiplication,392,1,153664,1,0.000333
addition,393,0,154449,4,0.000333
duplication,393,0,154449,4,0.000333
multiplication,393,0,121396914,16,0.071333
elemwise_multiplication,393,0,154449,4,0.000333
addition,393,1,154449,4,0.000333
duplication,393,1,154449,4,0.000333
multiplication,393,1,121396914,8,0.074000
elemwise_multiplication,393,1,154449,8,0.000000
addition,394,0,155236,4,0.000333
duplication,394,0,155236,8,0.000000
multiplication,394,0,122325968,16,0.066667
elemwise_multiplication,394,0,155236,2,0.000333
addition,394,1,155236,4,0.000333
duplication,394,1,155236,2,0.000333
multiplication,394,1,122325968,8,0.066667
elemwise_multiplication,394,1,155236,4,0.000000
addition,395,0,156025,2,0.000333
duplication,395,0,156025,2,0.000333
multiplication,395,0,123259750,8,0.067000
elemwise_multiplication,395,0,156025,4,0.000333
addition,395,1,156025,2,0.000333
duplication,395,1,156025,2,0.000333
multiplication,395,1,123259750,8,0.071333
elemwise_multiplication,395,1,156025,8,0.000000
addition,396,0,156816,2,0.000333
duplication,396,0,156816,4,0.000333
multiplication,396,0,124198272,8,0.069667
elemwise_multiplication,396,0,156816,2,0.000333
addition,396,1,156816,2,0.000333
duplication,396,1,156816,2,0.000333
multiplication,396,1,124198272,8,0.073333
elemwise_multiplication,396,1,156816,2,0.000333
addition,397,0,157609,2,0.000333
duplication,397,0,157609,4,0.000333
multiplication,397,0,125141546,16,0.071667
elemwise_multiplication,397,0,157609,4,0.000000
addition,397,1,157609,4,0.000333
duplication,397,1,157609,2,0.000333
multiplication,397,1,125141546,8,0.073333
elemwise_multiplication,397,1,157609,2,0.000333
addition,398,0,158404,4,0.000333
duplication,398,0,158404,2,0.000333
multiplication,398,0,126089584,16,0.076000
elemwise_multiplication,398,0,158404,4,0.000000
addition,398,1,158404,4,0.000333
duplication,398,1,158404,4,0.000000
multiplication,398,1,126089584,16,0.068667
elemwise_multiplication,398,1,158404,2,0.000333
addition,399,0,159201,4,0.000000
duplication,399,0,159201,2,0.000333
multiplication,399,0,127042398,8,0.068667
elemwise_multiplication,399,0,159201,2,0.000333
addition,399,1,159201,4,0.000000
duplication,399,1,159201,2,0.000333
multiplication,399,1,127042398,8,0.070333
elemwise_multiplication,399,1,159201,8,0.000000
addition,400,0,160000,2,0.000333
duplication,400,0,160000,4,0.000333
multiplication,400,0,128000000,8,0.068000
elemwise_multiplication,400,0,160000,2,0.000333
addition,400,1,160000,2,0.000333
duplication,400,1,160000,2,0.000333
multiplication,400,1,128000000,8,0.068667
elemwise_multiplication,400,1,160000,1,0.000333
addition,401,0,160801,4,0.000000
duplication,401,0,160801,2,0.000333
multiplication,401,0,128962402,8,0.069667
elemwise_multiplication,401,0,160801,4,0.000333
addition,401,1,160801,4,0.000333
duplication,401,1,160801,2,0.000333
multiplication,401,1,128962402,8,0.072333
elemwise_multiplication,401,1,160801,2,0.000333
addition,402,0,161604,8,0.000333
duplication,402,0,161604,4,0.000000
multiplication,402,0,129929616,16,0.070000
elemwise_multiplication,402,0,161604,4,0.000333
addition,402,1,161604,4,0.000333
duplication,402,1,161604,4,0.000000
multiplication,402,1,129929616,8,0.071667
elemwise_multiplication,402,1,161604,4,0.000333
addition,403,0,162409,4,0.000333
duplication,403,0,162409,4,0.000000
multiplication,403,0,130901654,16,0.070667
elemwise_multiplication,403,0,162409,4,0.000000
addition,403,1,162409,2,0.000333
duplication,403,1,162409,2,0.000333
multiplication,403,1,130901654,8,0.073333
elemwise_multiplication,403,1,162409,1,0.000333
addition,404,0,163216,2,0.000333
duplication,404,0,163216,2,0.000333
multiplication,404,0,131878528,8,0.071000
elemwise_multiplication,404,0,163216,2,0.000333
addition,404,1,163216,4,0.000000
duplication,404,1,163216,2,0.000333
multiplication,404,1,131878528,8,0.078000
elemwise_multiplication,404,1,163216,2,0.000333
addition,405,0,164025,4,0.000333
duplication,405,0,164025,2,0.000333
multiplication,405,0,132860250,8,0.076333
elemwise_multiplication,405,0,164025,4,0.000333
addition,405,1,164025,4,0.000333
duplication,405,1,164025,8,0.000000
multiplication,405,1,132860250,8,0.079333
elemwise_multiplication,405,1,164025,2,0.000333
addition,406,0,164836,4,0.000333
duplication,406,0,164836,4,0.000000
multiplication,406,0,133846832,8,0.077667
elemwise_multiplication,406,0,164836,2,0.000333
addition,406,1,164836,8,0.000333
duplication,406,1,164836,4,0.000333
multiplication,406,1,133846832,8,0.080000
elemwise_multiplication,406,1,164836,2,0.000333
addition,407,0,165649,4,0.000333
duplication,407,0,165649,2,0.000333
multiplication,407,0,134838286,8,0.079667
elemwise_multiplication,407,0,165649,4,0.000000
addition,407,1,165649,2,0.000333
duplication,407,1,165649,2,0.000333
multiplication,407,1,134838286,8,0.084333
elemwise_multiplication,407,1,165649,4,0.000333
addition,408,0,166464,2,0.000333
duplication,408,0,166464,2,0.000333
multiplication,408,0,135834624,8,0.072667
elemwise_multiplication,408,0,166464,4,0.000000
addition,408,1,166464,2,0.000333
duplication,408,1,166464,2,0.000333
multiplication,408,1,135834624,16,0.075667
elemwise_multiplication,408,1,166464,4,0.000000
addition,409,0,167281,2,0.000333
duplication,409,0,167281,4,0.000333
multiplication,409,0,136835858,8,0.073333
elemwise_multiplication,409,0,167281,2,0.000333
addition,409,1,167281,4,0.000333
duplication,409,1,167281,4,0.000333
multiplication,409,1,136835858,8,0.074667
elemwise_multiplication,409,1,167281,2,0.000333
addition,410,0,168100,4,0.000333
duplication,410,0,168100,2,0.000333
multiplication,410,0,137842000,8,0.075000
elemwise_multiplication,410,0,168100,2,0.000333
addition,410,1,168100,4,0.000333
duplication,410,1,168100,4,0.000333
multiplication,410,1,137842000,8,0.077333
elemwise_multiplication,410,1,168100,2,0.000333
addition,411,0,168921,4,0.000333
duplication,411,0,168921,2,0.000333
multiplication,411,0,138853062,8,0.081000
elemwise_multiplication,411,0,168921,2,0.000333
addition,411,1,168921,4,0.000333
duplication,411,1,168921,2,0.000333
multiplication,411,1,138853062,8,0.076000
elemwise_multiplication,411,1,168921,4,0.000000
addition,412,0,169744,8,0.000333
duplication,412,0,169744,2,0.000333
multiplication,412,0,139869056,8,0.080333
elemwise_multiplication,412,0,169744,2,0.000333
addition,412,1,169744,2,0.000333
duplication,412,1,169744,4,0.000333
multiplication,412,1,139869056,8,0.076000
elemwise_multiplication,412,1,169744,2,0.000333
addition,413,0,170569,2,0.000333
duplication,413,0,170569,2,0.000333
multiplication,413,0,140889994,8,0.097333
elemwise_multiplication,413,0,170569,8,0.000000
addition,413,1,170569,2,0.000333
duplication,413,1,170569,2,0.000333
multiplication,413,1,140889994,16,0.099333
elemwise_multiplication,413,1,170569,8,0.000000
addition,414,0,171396,4,0.000333
duplication,414,0,171396,4,0.000000
multiplication,414,0,141915888,8,0.082333
elemwise_multiplication,414,0,171396,2,0.000333
addition,414,1,171396,8,0.000333
duplication,414,1,171396,1,0.000333
multiplication,414,1,141915888,8,0.084667
elemwise_multiplication,414,1,171396,4,0.000000
addition,415,0,172225,8,0.000333
duplication,415,0,172225,1,0.000333
multiplication,415,0,142946750,8,0.080667
elemwise_multiplication,415,0,172225,2,0.000333
addition,415,1,172225,8,0.000333
duplication,415,1,172225,2,0.000333
multiplication,415,1,142946750,8,0.080000
elemwise_multiplication,415,1,172225,2,0.000333
addition,416,0,173056,2,0.000333
duplication,416,0,173056,4,0.000333
multiplication,416,0,143982592,8,0.077000
elemwise_multiplication,416,0,173056,4,0.000000
addition,416,1,173056,4,0.000333
duplication,416,1,173056,8,0.000000
multiplication,416,1,143982592,8,0.078667
elemwise_multiplication,416,1,173056,4,0.000000
addition,417,0,173889,2,0.000333
duplication,417,0,173889,1,0.000333
multiplication,417,0,145023426,8,0.078000
elemwise_multiplication,417,0,173889,4,0.000333
addition,417,1,173889,4,0.000333
duplication,417,1,173889,2,0.000333
multiplication,417,1,145023426,8,0.080667
elemwise_multiplication,417,1,173889,1,0.000333
addition,418,0,174724,4,0.000333
duplication,418,0,174724,2,0.000333
multiplication,418,0,146069264,8,0.079333
elemwise_multiplication,418,0,174724,2,0.000333
addition,418,1,174724,2,0.000333
duplication,418,1,174724,2,0.000333
multiplication,418,1,146069264,8,0.080000
elemwise_multiplication,418,1,174724,4,0.000333
addition,419,0,175561,4,0.000333
duplication,419,0,175561,4,0.000000
multiplication,419,0,147120118,8,0.079333
elemwise_multiplication,419,0,175561,4,0.000000
addition,419,1,175561,4,0.000333
duplication,419,1,175561,4,0.000333
multiplication,419,1,147120118,8,0.081333
elemwise_multiplication,419,1,175561,4,0.000000
addition,420,0,176400,4,0.000333
duplication,420,0,176400,2,0.000333
multiplication,420,0,148176000,8,0.101333
elemwise_multiplication,420,0,176400,2,0.000333
addition,420,1,176400,4,0.000333
duplication,420,1,176400,2,0.000333
multiplication,420,1,148176000,16,0.105000
elemwise_multiplication,420,1,176400,2,0.000333
addition,421,0,177241,4,0.000333
duplication,421,0,177241,2,0.000333
multiplication,421,0,149236922,8,0.080667
elemwise_multiplication,421,0,177241,2,0.000333
addition,421,1,177241,4,0.000000
duplication,421,1,177241,4,0.000333
multiplication,421,1,149236922,16,0.083333
elemwise_multiplication,421,1,177241,2,0.000333
addition,422,0,178084,2,0.000333
duplication,422,0,178084,4,0.000000
multiplication,422,0,150302896,8,0.089000
elemwise_multiplication,422,0,178084,8,0.000000
addition,422,1,178084,4,0.000333
duplication,422,1,178084,2,0.000333
multiplication,422,1,150302896,8,0.091000
elemwise_multiplication,422,1,178084,4,0.000333
addition,423,0,178929,4,0.000000
duplication,423,0,178929,4,0.000333
multiplication,423,0,151373934,8,0.088333
elemwise_multiplication,423,0,178929,4,0.000000
addition,423,1,178929,2,0.000333
duplication,423,1,178929,1,0.000333
multiplication,423,1,151373934,16,0.092667
elemwise_multiplication,423,1,178929,2,0.000333
addition,424,0,179776,4,0.000333
duplication,424,0,179776,2,0.000333
multiplication,424,0,152450048,8,0.086000
elemwise_multiplication,424,0,179776,4,0.000333
