optimalThreads,typeOp,matrixSize,numOp,numVar,varType,exeTime,isIterative,memoryPattern,complexity,matrixType
5,Exponential,940,883600,2,mixed,0.007,0,1,2.0,2
8,Logarithm,940,883600,2,mixed,0.005,0,1,2.0,2
8,Squareroot,940,883600,2,mixed,0.002,0,1,2.0,2
6,Ludecomposition,940,276861333,3,int,0.257,0,0,3.0,2
6,Eigenvalue,940,88360000,2,mixed,0.016,1,1,2.0,2
6,Multiplication,950,804357000,3,int,0.6992499999999999,0,0,3.0,2
6,Addition,950,902500,3,int,0.002,0,0,2.0,2
5,Transposition,950,902500,2,int,0.003,0,1,2.0,2
6,Determinant,950,804357000,1,int,0.214,0,0,3.0,2
5,Scaling,950,902500,2,int,0.002,0,1,2.0,2
6,Exponential,950,902500,2,mixed,0.003,0,1,2.0,2
8,Logarithm,950,902500,2,mixed,0.006,0,1,2.0,2
5,Squareroot,950,902500,2,mixed,0.003,0,1,2.0,2
6,Ludecomposition,950,285791666,3,int,0.263,0,0,3.0,2
6,Eigenvalue,950,90250000,2,mixed,0.016,1,1,2.0,2
6,Multiplication,960,804357000,3,int,0.6992499999999999,0,0,3.0,2
4,Addition,960,921600,3,int,0.003,0,0,2.0,2
4,Transposition,960,921600,2,int,0.002,0,1,2.0,2
5,Determinant,960,804357000,1,int,0.27,0,0,3.0,2
3,Scaling,960,921600,2,int,0.002,0,1,2.0,2
8,Exponential,960,921600,2,mixed,0.004,0,1,2.0,2
8,Logarithm,960,921600,2,mixed,0.005,0,1,2.0,2
5,Squareroot,960,921600,2,mixed,0.004,0,1,2.0,2
8,Ludecomposition,960,294912000,3,int,0.345,0,0,3.0,2
5,Eigenvalue,960,92160000,2,mixed,0.02,1,1,2.0,2
7,Multiplication,970,804357000,3,int,0.6992499999999999,0,0,3.0,2
6,Addition,970,940900,3,int,0.002,0,0,2.0,2
1,Transposition,970,940900,2,int,0.004,0,1,2.0,2
6,Determinant,970,804357000,1,int,0.232,0,0,3.0,2
5,Scaling,970,940900,2,int,0.001,0,1,2.0,2
8,Exponential,970,940900,2,mixed,0.004,0,1,2.0,2
8,Logarithm,970,940900,2,mixed,0.005,0,1,2.0,2
6,Squareroot,970,940900,2,mixed,0.003,0,1,2.0,2
6,Ludecomposition,970,304224333,3,int,0.281,0,0,3.0,2
6,Eigenvalue,970,94090000,2,mixed,0.017,1,1,2.0,2
6,Multiplication,980,804357000,3,int,0.6992499999999999,0,0,3.0,2
5,Addition,980,960400,3,int,0.002,0,0,2.0,2
2,Transposition,980,960400,2,int,0.003,0,1,2.0,2
6,Determinant,980,804357000,1,int,0.239,0,0,3.0,2
4,Scaling,980,960400,2,int,0.002,0,1,2.0,2
5,Exponential,980,960400,2,mixed,0.006,0,1,2.0,2
8,Logarithm,980,960400,2,mixed,0.007,0,1,2.0,2
7,Squareroot,980,960400,2,mixed,0.003,0,1,2.0,2
8,Ludecomposition,980,313730666,3,int,0.355,0,0,3.0,2
6,Eigenvalue,980,96040000,2,mixed,0.019,1,1,2.0,2
6,Multiplication,990,804357000,3,int,0.6992499999999999,0,0,3.0,2
4,Addition,990,980100,3,int,0.003,0,0,2.0,2
3,Transposition,990,980100,2,int,0.002,0,1,2.0,2
6,Determinant,990,804357000,1,int,0.249,0,0,3.0,2
2,Scaling,990,980100,2,int,0.001,0,1,2.0,2
8,Exponential,990,980100,2,mixed,0.004,0,1,2.0,2
8,Logarithm,990,980100,2,mixed,0.005,0,1,2.0,2
8,Squareroot,990,980100,2,mixed,0.003,0,1,2.0,2
6,Ludecomposition,990,323433000,3,int,0.298,0,0,3.0,2
6,Eigenvalue,990,98010000,2,mixed,0.021,1,1,2.0,2
6,Multiplication,990,804357000,3,int,0.6992499999999999,0,0,3.0,2
3,Addition,990,1000000,3,int,0.002,0,0,2.0,2
4,Transposition,990,1000000,2,int,0.002,0,1,2.0,2
6,Determinant,990,804357000,1,int,0.259,0,0,3.0,2
1,Scaling,990,1000000,2,int,0.003,0,1,2.0,2
6,Exponential,990,1000000,2,mixed,0.004,0,1,2.0,2
8,Logarithm,990,1000000,2,mixed,0.006,0,1,2.0,2
8,Squareroot,990,1000000,2,mixed,0.003,0,1,2.0,2
6,Ludecomposition,990,333333333,3,int,0.31,0,0,3.0,2
6,Eigenvalue,990,100000000,2,mixed,0.017,1,1,2.0,2
5,Multiplication,0,0,3,int,0.000938650248432,0,0,3.0,0
1,Addition,0,0,3,int,0.0,0,0,2.0,0
1,Determinant,0,0,1,int,0.001080074570964,0,0,3.0,0
1,Scaling,0,0,2,int,0.0,0,1,2.0,0
1,Exponential,0,0,2,mixed,0.00103809279087,0,1,2.0,0
1,Ludecomposition,0,0,3,int,0.0018037370331866,0,0,3.0,0
1,Eigenvalue,100,1000000,2,mixed,0.0009450151657439,1,1,2.0,0
4,Multiplication,110,1331000,3,int,0.0009148734809538,0,0,3.0,0
1,Determinant,110,1331000,1,int,0.0018822893229347,0,0,3.0,0
1,Exponential,0,0,2,mixed,0.0009941413825156,0,1,2.0,0
1,Logarithm,0,0,2,mixed,0.0009916474306073,0,1,2.0,0
1,Ludecomposition,110,443666,3,int,0.0019069918134738,0,0,3.0,0
6,Multiplication,120,1728000,3,int,0.0030856436114457,0,0,3.0,0
1,Determinant,0,0,1,int,0.0018882166893313,0,0,3.0,0
2,Exponential,0,0,2,mixed,0.0,0,1,2.0,0
2,Logarithm,0,0,2,mixed,0.0,0,1,2.0,0
1,Squareroot,0,0,2,mixed,0.0009814015059263,0,1,2.0,0
1,Ludecomposition,0,0,3,int,0.0026720821499094,0,0,3.0,0
1,Eigenvalue,0,0,2,mixed,0.0,1,1,2.0,0
4,Multiplication,0,0,3,int,0.0032620753495788,0,0,3.0,0
1,Transposition,0,0,2,int,0.0,0,1,2.0,0
1,Determinant,130,2197000,1,int,0.00284632678792,0,0,3.0,0
1,Logarithm,0,0,2,mixed,0.0010410337094182,0,1,2.0,0
1,Ludecomposition,0,0,3,int,0.0040144753014222,0,0,3.0,0
4,Eigenvalue,0,0,2,mixed,0.0010631647020194,1,1,2.0,0
6,Multiplication,140,2744000,3,int,0.0040645925361377,0,0,3.0,0
1,Determinant,140,2744000,1,int,0.0031460092542926,0,0,3.0,0
2,Exponential,140,19600,2,mixed,0.0009181300558207,0,1,2.0,0
1,Logarithm,140,19600,2,mixed,0.0010322185159402,0,1,2.0,0
1,Squareroot,0,0,2,mixed,0.0,0,1,2.0,0
1,Ludecomposition,0,0,3,int,0.0039310958711503,0,0,3.0,0
5,Eigenvalue,140,1960000,2,mixed,0.0010096963670779,1,1,2.0,0
5,Multiplication,150,3375000,3,int,0.0062257279203436,0,0,3.0,0
1,Determinant,150,3375000,1,int,0.0043074846979105,0,0,3.0,0
1,Ludecomposition,150,1125000,3,int,0.0048407157419269,0,0,3.0,0
4,Eigenvalue,150,2250000,2,mixed,0.0009571952495013,1,1,2.0,0
5,Multiplication,160,4096000,3,int,0.0038691754212003,0,0,3.0,0
1,Determinant,0,0,1,int,0.005488373283892,0,0,3.0,0
1,Exponential,0,0,2,mixed,0.001063640948729,0,1,2.0,0
2,Logarithm,160,25600,2,mixed,0.0009337873526846,0,1,2.0,0
1,Ludecomposition,0,0,3,int,0.0076692060341533,0,0,3.0,0
2,Eigenvalue,0,0,2,mixed,0.0009541885368242,1,1,2.0,0
6,Multiplication,170,4913000,3,int,0.0072435569291252,0,0,3.0,0
1,Determinant,170,4913000,1,int,0.0048090721812548,0,0,3.0,0
2,Exponential,0,0,2,mixed,0.0009280198809993,0,1,2.0,0
3,Logarithm,0,0,2,mixed,0.0,0,1,2.0,0
2,Squareroot,0,0,2,mixed,0.0,0,1,2.0,0
1,Ludecomposition,0,0,3,int,0.0080165866329304,0,0,3.0,0
6,Multiplication,0,0,3,int,0.0081971073123675,0,0,3.0,0
1,Determinant,180,5832000,1,int,0.0070486865370971,0,0,3.0,0
2,Exponential,0,0,2,mixed,0.0009653035825013,0,1,2.0,0
4,Logarithm,180,32400,2,mixed,0.0010107410782605,0,1,2.0,0
1,Ludecomposition,0,0,3,int,0.0094123808159767,0,0,3.0,0
4,Eigenvalue,180,3240000,2,mixed,0.0010422765709956,1,1,2.0,0
6,Multiplication,0,0,3,int,0.0088268043916432,0,0,3.0,0
2,Addition,0,0,3,int,0.0,0,0,2.0,0
1,Determinant,0,0,1,int,0.0077288943260521,0,0,3.0,0
1,Scaling,0,0,2,int,0.0010638213366134,0,1,2.0,0
2,Ludecomposition,190,2286333,3,int,0.0099056466364462,0,0,3.0,0
2,Eigenvalue,190,3610000,2,mixed,0.0009611901494016,1,1,2.0,0
5,Multiplication,200,8000000,3,int,0.0086374908112567,0,0,3.0,0
4,Determinant,0,0,1,int,0.0084582761960547,0,0,3.0,0
2,Scaling,0,0,2,int,0.0,0,1,2.0,0
3,Exponential,200,40000,2,mixed,0.0010352083359424,0,1,2.0,0
5,Logarithm,0,0,2,mixed,0.0,0,1,2.0,0
6,Ludecomposition,200,2666666,3,int,0.00958791876032,0,0,3.0,0
1,Eigenvalue,0,0,2,mixed,0.001027198578002,1,1,2.0,0
6,Multiplication,0,0,3,int,0.0126342708260285,0,0,3.0,0
1,Determinant,0,0,1,int,0.009255633775232,0,0,3.0,0
3,Exponential,210,44100,2,mixed,0.0010132838825972,0,1,2.0,0
4,Logarithm,210,44100,2,mixed,0.0010628779516136,0,1,2.0,0
4,Ludecomposition,210,3087000,3,int,0.0108107220325709,0,0,3.0,0
5,Multiplication,0,0,3,int,0.0104458424073568,0,0,3.0,0
2,Addition,220,48400,3,int,0.0009501161798842,0,0,2.0,0
5,Determinant,0,0,1,int,0.0109996399199031,0,0,3.0,0
3,Exponential,0,0,2,mixed,0.0009382128938746,0,1,2.0,0
6,Logarithm,220,48400,2,mixed,0.0010386286423392,0,1,2.0,0
5,Ludecomposition,0,0,3,int,0.0118009787049009,0,0,3.0,0
5,Eigenvalue,0,0,2,mixed,0.0,1,1,2.0,0
5,Multiplication,0,0,3,int,0.0103676767737854,0,0,3.0,0
4,Determinant,230,12167000,1,int,0.0107606120949193,0,0,3.0,0
4,Exponential,230,52900,2,mixed,0.0009733300675948,0,1,2.0,0
6,Logarithm,0,0,2,mixed,0.0008999820143885,0,1,2.0,0
2,Squareroot,0,0,2,mixed,0.0010115011359888,0,1,2.0,0
6,Ludecomposition,0,0,3,int,0.01281087447486,0,0,3.0,0
3,Eigenvalue,0,0,2,mixed,0.0009898114133808,1,1,2.0,0
6,Multiplication,0,0,3,int,0.0180403019411914,0,0,3.0,0
3,Determinant,0,0,1,int,0.0107905732962587,0,0,3.0,0
2,Squareroot,240,57600,2,mixed,0.0010705781659433,0,1,2.0,0
6,Ludecomposition,0,0,3,int,0.0134328343348154,0,0,3.0,0
6,Eigenvalue,240,5760000,2,mixed,0.000978533166175,1,1,2.0,0
6,Multiplication,250,15625000,3,int,0.0190000544748523,0,0,3.0,0
5,Determinant,0,0,1,int,0.0143118243962911,0,0,3.0,0
3,Exponential,0,0,2,mixed,0.0010760871975448,0,1,2.0,0
5,Logarithm,250,62500,2,mixed,0.0009827069823217,0,1,2.0,0
1,Squareroot,250,62500,2,mixed,0.0009913366875327,0,1,2.0,0
6,Ludecomposition,250,5208333,3,int,0.0155506020574473,0,0,3.0,0
4,Eigenvalue,0,0,2,mixed,0.0010243043400654,1,1,2.0,0
6,Multiplication,260,17576000,3,int,0.0222572009865345,0,0,3.0,0
1,Transposition,260,67600,2,int,0.0010421906432075,0,1,2.0,0
6,Determinant,0,0,1,int,0.0152127050875411,0,0,3.0,0
1,Scaling,260,67600,2,int,0.0008694640343555,0,1,2.0,0
5,Exponential,0,0,2,mixed,0.0010014292471435,0,1,2.0,0
5,Logarithm,260,67600,2,mixed,0.0010526610080082,0,1,2.0,0
4,Ludecomposition,260,5858666,3,int,0.0157679000440309,0,0,3.0,0
3,Eigenvalue,260,6760000,2,mixed,0.0010060062171875,1,1,2.0,0
6,Multiplication,270,19683000,3,int,0.0266778523653498,0,0,3.0,0
5,Determinant,0,0,1,int,0.0149833173279622,0,0,3.0,0
5,Logarithm,0,0,2,mixed,0.0010129298598238,0,1,2.0,0
1,Squareroot,0,0,2,mixed,0.0010569744049984,0,1,2.0,0
6,Ludecomposition,0,0,3,int,0.0162626971370538,0,0,3.0,0
6,Multiplication,0,0,3,int,0.0261424958045765,0,0,3.0,0
1,Transposition,0,0,2,int,0.0009919054078471,0,1,2.0,0
4,Determinant,280,21952000,1,int,0.0159301238995614,0,0,3.0,0
4,Exponential,0,0,2,mixed,0.0,0,1,2.0,0
8,Logarithm,0,0,2,mixed,0.0,0,1,2.0,0
3,Squareroot,280,78400,2,mixed,0.0010404429095382,0,1,2.0,0
5,Ludecomposition,280,7317333,3,int,0.0174502162005845,0,0,3.0,0
3,Eigenvalue,0,0,2,mixed,0.0010747098162871,1,1,2.0,0
8,Multiplication,0,0,3,int,0.0238899098870938,0,0,3.0,0
5,Determinant,0,0,1,int,0.0158462014960311,0,0,3.0,0
5,Exponential,0,0,2,mixed,0.0,0,1,2.0,0
6,Logarithm,0,0,2,mixed,0.0,0,1,2.0,0
1,Squareroot,0,0,2,mixed,0.0009521814423245,0,1,2.0,0
6,Ludecomposition,0,0,3,int,0.0191333362657968,0,0,3.0,0
4,Eigenvalue,290,8410000,2,mixed,0.0009978922198215,1,1,2.0,0
6,Multiplication,300,27000000,3,int,0.0312793754140953,0,0,3.0,0
1,Addition,0,0,3,int,0.0010186168041806,0,0,2.0,0
5,Determinant,0,0,1,int,0.0178509720001415,0,0,3.0,0
2,Scaling,300,90000,2,int,0.0009163400674183,0,1,2.0,0
4,Exponential,300,90000,2,mixed,0.0010773437696069,0,1,2.0,0
8,Logarithm,0,0,2,mixed,0.0009796358087711,0,1,2.0,0
3,Squareroot,300,90000,2,mixed,0.0010547545647383,0,1,2.0,0
6,Ludecomposition,300,9000000,3,int,0.0251979849790435,0,0,3.0,0
3,Eigenvalue,0,0,2,mixed,0.0009950233478,1,1,2.0,0
6,Multiplication,0,0,3,int,0.0393073552945461,0,0,3.0,0
1,Transposition,0,0,2,int,0.0010077135837218,0,1,2.0,0
5,Determinant,310,29791000,1,int,0.0190020481773143,0,0,3.0,0
4,Exponential,310,96100,2,mixed,0.0009534944978148,0,1,2.0,0
7,Logarithm,0,0,2,mixed,0.0009474981135541,0,1,2.0,0
6,Ludecomposition,310,9930333,3,int,0.0227796371808247,0,0,3.0,0
4,Eigenvalue,310,9610000,2,mixed,0.0008666988068479,1,1,2.0,0
6,Multiplication,320,32768000,3,int,0.0456084883213705,0,0,3.0,0
4,Determinant,0,0,1,int,0.020217032921433,0,0,3.0,0
1,Scaling,320,102400,2,int,0.0009954069012539,0,1,2.0,0
8,Logarithm,0,0,2,mixed,0.0010724426084496,0,1,2.0,0
4,Squareroot,0,0,2,mixed,0.0,0,1,2.0,0
5,Ludecomposition,0,0,3,int,0.0219569014529446,0,0,3.0,0
4,Eigenvalue,0,0,2,mixed,0.0009985095862854,1,1,2.0,0
6,Multiplication,330,35937000,3,int,0.0296922581828659,0,0,3.0,0
1,Transposition,0,0,2,int,0.0010220608549304,0,1,2.0,0
6,Determinant,0,0,1,int,0.0194082120958714,0,0,3.0,0
8,Exponential,330,108900,2,mixed,0.0009275877873204,0,1,2.0,0
6,Logarithm,0,0,2,mixed,0.0009967062130535,0,1,2.0,0
3,Squareroot,330,108900,2,mixed,0.001024778546583,0,1,2.0,0
5,Ludecomposition,330,11979000,3,int,0.0240204210414761,0,0,3.0,0
4,Eigenvalue,0,0,2,mixed,0.0010117478932606,1,1,2.0,0
5,Multiplication,340,39304000,3,int,0.0376900940422257,0,0,3.0,0
6,Determinant,0,0,1,int,0.0200290262045789,0,0,3.0,0
1,Scaling,0,0,2,int,0.0010683108651601,0,1,2.0,0
7,Exponential,340,115600,2,mixed,0.0009388757877723,0,1,2.0,0
6,Logarithm,340,115600,2,mixed,0.000920142079844,0,1,2.0,0
6,Ludecomposition,0,0,3,int,0.02539365979361,0,0,3.0,0
4,Eigenvalue,340,11560000,2,mixed,0.0010326866674612,1,1,2.0,0
5,Multiplication,350,42875000,3,int,0.0571639818298165,0,0,3.0,0
5,Determinant,350,42875000,1,int,0.0228072412428882,0,0,3.0,0
2,Scaling,0,0,2,int,0.0009960996669479,0,1,2.0,0
4,Exponential,350,122500,2,mixed,0.0010756054442731,0,1,2.0,0
5,Logarithm,350,122500,2,mixed,0.0010304579166637,0,1,2.0,0
2,Squareroot,350,122500,2,mixed,0.0009854413595255,0,1,2.0,0
6,Ludecomposition,350,14291666,3,int,0.0243714442505676,0,0,3.0,0
4,Eigenvalue,0,0,2,mixed,0.0011371545615639,1,1,2.0,0
6,Multiplication,0,0,3,int,0.0360867900322568,0,0,3.0,0
1,Transposition,360,129600,2,int,0.0009260417877661,0,1,2.0,0
5,Determinant,0,0,1,int,0.0253041305807047,0,0,3.0,0
6,Exponential,0,0,2,mixed,0.0010090087141754,0,1,2.0,0
5,Logarithm,0,0,2,mixed,0.0010529685591583,0,1,2.0,0
5,Squareroot,360,129600,2,mixed,0.0009488431454053,0,1,2.0,0
6,Ludecomposition,0,0,3,int,0.0248768690900242,0,0,3.0,0
6,Multiplication,0,0,3,int,0.0433055485512381,0,0,3.0,0
2,Addition,370,136900,3,int,0.0010144017876241,0,0,2.0,0
2,Transposition,370,136900,2,int,0.0010388352019903,0,1,2.0,0
5,Determinant,0,0,1,int,0.0226444813714884,0,0,3.0,0
3,Exponential,370,136900,2,mixed,0.0009845099685254,0,1,2.0,0
5,Logarithm,370,136900,2,mixed,0.0011234672175893,0,1,2.0,0
6,Ludecomposition,0,0,3,int,0.0288845968972985,0,0,3.0,0
3,Eigenvalue,0,0,2,mixed,0.0009299547620312,1,1,2.0,0
6,Multiplication,0,0,3,int,0.0650160525172358,0,0,3.0,0
1,Transposition,380,144400,2,int,0.0009662131171513,0,1,2.0,0
6,Determinant,0,0,1,int,0.0261561240082629,0,0,3.0,0
4,Exponential,380,144400,2,mixed,0.0009158860036487,0,1,2.0,0
5,Logarithm,380,144400,2,mixed,0.0009057940856232,0,1,2.0,0
4,Squareroot,380,144400,2,mixed,0.0009278462100412,0,1,2.0,0
6,Ludecomposition,380,18290666,3,int,0.0331061349554534,0,0,3.0,0
3,Eigenvalue,0,0,2,mixed,0.0010576666712749,1,1,2.0,0
6,Multiplication,390,59319000,3,int,0.0719648177380745,0,0,3.0,0
1,Transposition,390,152100,2,int,0.0010633352773806,0,1,2.0,0
6,Determinant,0,0,1,int,0.0301689629314675,0,0,3.0,0
4,Exponential,390,152100,2,mixed,0.0009452873017157,0,1,2.0,0
4,Logarithm,0,0,2,mixed,0.001982530937783,0,1,2.0,0
4,Squareroot,390,152100,2,mixed,0.0010967431815173,0,1,2.0,0
6,Ludecomposition,390,19773000,3,int,0.029989326821737,0,0,3.0,0
3,Eigenvalue,0,0,2,mixed,0.0009148798330842,1,1,2.0,0
5,Multiplication,400,64000000,3,int,0.0836587719894853,0,0,3.0,0
5,Determinant,400,64000000,1,int,0.0304957228083454,0,0,3.0,0
5,Exponential,0,0,2,mixed,0.00104360051266,0,1,2.0,0
7,Logarithm,400,160000,2,mixed,0.0019170997038727,0,1,2.0,0
2,Squareroot,0,0,2,mixed,0.0010093037925187,0,1,2.0,0
6,Ludecomposition,400,21333333,3,int,0.0342623003176172,0,0,3.0,0
5,Eigenvalue,0,0,2,mixed,0.0009646780986237,1,1,2.0,0
6,Multiplication,0,0,3,int,0.0527092213823193,0,0,3.0,0
2,Addition,0,0,3,int,0.0010303952394073,0,0,2.0,0
2,Transposition,0,0,2,int,0.0,0,1,2.0,0
5,Determinant,0,0,1,int,0.033771587029166,0,0,3.0,0
1,Scaling,0,0,2,int,0.0009951038016931,0,1,2.0,0
4,Exponential,0,0,2,mixed,0.0010566479796969,0,1,2.0,0
7,Logarithm,0,0,2,mixed,0.0019985016875007,0,1,2.0,0
7,Squareroot,0,0,2,mixed,0.0009915105541674,0,1,2.0,0
6,Ludecomposition,410,22973666,3,int,0.0355754745106922,0,0,3.0,0
3,Eigenvalue,0,0,2,mixed,0.0010278571657118,1,1,2.0,0
6,Multiplication,420,74088000,3,int,0.0561264203101055,0,0,3.0,0
3,Addition,420,176400,3,int,0.0010787280980132,0,0,2.0,0
5,Determinant,420,74088000,1,int,0.0288836403351865,0,0,3.0,0
6,Exponential,420,176400,2,mixed,0.0010190191520363,0,1,2.0,0
7,Logarithm,420,176400,2,mixed,0.0018651660789165,0,1,2.0,0
8,Squareroot,0,0,2,mixed,0.001080847274244,0,1,2.0,0
6,Ludecomposition,0,0,3,int,0.0367103891595014,0,0,3.0,0
4,Eigenvalue,0,0,2,mixed,0.0020893518436249,1,1,2.0,0
6,Multiplication,430,79507000,3,int,0.0850263227549015,0,0,3.0,0
6,Determinant,0,0,1,int,0.0312088383950439,0,0,3.0,0
8,Exponential,430,184900,2,mixed,0.0009596128554192,0,1,2.0,0
8,Logarithm,430,184900,2,mixed,0.0009820954546553,0,1,2.0,0
8,Squareroot,430,184900,2,mixed,0.0010080730939323,0,1,2.0,0
6,Ludecomposition,0,0,3,int,0.0402056621966803,0,0,3.0,0
6,Eigenvalue,0,0,2,mixed,0.0020270008444957,1,1,2.0,0
8,Multiplication,440,85184000,3,int,0.079015969436107,0,0,3.0,0
1,Addition,0,0,3,int,0.0010343692254927,0,0,2.0,0
1,Transposition,0,0,2,int,0.0009231810968839,0,1,2.0,0
6,Determinant,440,85184000,1,int,0.0345486345263363,0,0,3.0,0
1,Scaling,0,0,2,int,0.0009089400736055,0,1,2.0,0
6,Exponential,0,0,2,mixed,0.0009606392202091,0,1,2.0,0
7,Logarithm,440,193600,2,mixed,0.0010458605600009,0,1,2.0,0
7,Squareroot,440,193600,2,mixed,0.0009373363944321,0,1,2.0,0
6,Ludecomposition,0,0,3,int,0.0409679684457061,0,0,3.0,0
5,Eigenvalue,440,19360000,2,mixed,0.0009279048668142,1,1,2.0,0
6,Multiplication,450,91125000,3,int,0.1006004968201248,0,0,3.0,0
1,Transposition,0,0,2,int,0.0010167271443444,0,1,2.0,0
6,Determinant,0,0,1,int,0.0351637984034055,0,0,3.0,0
6,Exponential,450,202500,2,mixed,0.0009733137457681,0,1,2.0,0
8,Logarithm,450,202500,2,mixed,0.0010414514954131,0,1,2.0,0
3,Squareroot,450,202500,2,mixed,0.0010563632482178,0,1,2.0,0
6,Ludecomposition,450,30375000,3,int,0.0418096347819216,0,0,3.0,0
8,Eigenvalue,0,0,2,mixed,0.0020822703761323,1,1,2.0,0
6,Multiplication,460,97336000,3,int,0.0954988045138072,0,0,3.0,0
3,Addition,0,0,3,int,0.0010071403846829,0,0,2.0,0
6,Determinant,0,0,1,int,0.0381745584468678,0,0,3.0,0
3,Scaling,0,0,2,int,0.0,0,1,2.0,0
6,Exponential,0,0,2,mixed,0.0011142662631422,0,1,2.0,0
5,Logarithm,0,0,2,mixed,0.0010171199867421,0,1,2.0,0
8,Squareroot,460,211600,2,mixed,0.0010368183680447,0,1,2.0,0
5,Ludecomposition,0,0,3,int,0.0481372105215683,0,0,3.0,0
6,Eigenvalue,460,21160000,2,mixed,0.0009676956283386,1,1,2.0,0
8,Multiplication,470,103823000,3,int,0.1008454348426533,0,0,3.0,0
4,Addition,0,0,3,int,0.0010205962347173,0,0,2.0,0
6,Determinant,0,0,1,int,0.0384185677157539,0,0,3.0,0
5,Exponential,0,0,2,mixed,0.0038149425885359,0,1,2.0,0
7,Logarithm,470,220900,2,mixed,0.0011207926139641,0,1,2.0,0
4,Squareroot,470,220900,2,mixed,0.0009256424556823,0,1,2.0,0
6,Ludecomposition,0,0,3,int,0.0480027979811922,0,0,3.0,0
4,Eigenvalue,0,0,2,mixed,0.002052651961172,1,1,2.0,0
8,Multiplication,0,0,3,int,0.0995475293512947,0,0,3.0,0
5,Addition,480,230400,3,int,0.000971055065498,0,0,2.0,0
3,Transposition,0,0,2,int,0.0,0,1,2.0,0
6,Determinant,480,110592000,1,int,0.0435925585448957,0,0,3.0,0
3,Scaling,0,0,2,int,0.0010699950714164,0,1,2.0,0
5,Exponential,480,230400,2,mixed,0.000976455826757,0,1,2.0,0
7,Logarithm,480,230400,2,mixed,0.0010038132450433,0,1,2.0,0
3,Squareroot,0,0,2,mixed,0.0009365713283147,0,1,2.0,0
6,Ludecomposition,0,0,3,int,0.0470081999121073,0,0,3.0,0
3,Eigenvalue,0,0,2,mixed,0.002042863693574,1,1,2.0,0
6,Multiplication,0,0,3,int,0.1061827761831329,0,0,3.0,0
3,Transposition,0,0,2,int,0.0010065372060135,0,1,2.0,0
5,Determinant,0,0,1,int,0.0472146448464397,0,0,3.0,0
6,Exponential,490,240100,2,mixed,0.0018999603776085,0,1,2.0,0
8,Logarithm,0,0,2,mixed,0.0020643445868085,0,1,2.0,0
2,Squareroot,0,0,2,mixed,0.0010026690657476,0,1,2.0,0
6,Ludecomposition,0,0,3,int,0.0542516807157941,0,0,3.0,0
5,Eigenvalue,0,0,2,mixed,0.001032991678435,1,1,2.0,0
6,Multiplication,500,125000000,3,int,0.1221739890180348,0,0,3.0,0
4,Addition,0,0,3,int,0.0009535255805978,0,0,2.0,0
6,Determinant,500,125000000,1,int,0.0449326630608731,0,0,3.0,0
2,Scaling,500,250000,2,int,0.0010074719790839,0,1,2.0,0
7,Exponential,500,250000,2,mixed,0.0020507076984813,0,1,2.0,0
8,Logarithm,500,250000,2,mixed,0.0019474709756421,0,1,2.0,0
7,Squareroot,500,250000,2,mixed,0.0010106392324249,0,1,2.0,0
6,Ludecomposition,0,0,3,int,0.0589572793403419,0,0,3.0,0
6,Eigenvalue,500,25000000,2,mixed,0.0009371862792576,1,1,2.0,0
6,Multiplication,0,0,3,int,0.1450453553411129,0,0,3.0,0
2,Addition,0,0,3,int,0.0010265797310808,0,0,2.0,0
6,Transposition,0,0,2,int,0.0010327028897556,0,1,2.0,0
6,Determinant,0,0,1,int,0.046160257447524,0,0,3.0,0
5,Exponential,510,260100,2,mixed,0.00199176098651,0,1,2.0,0
7,Logarithm,0,0,2,mixed,0.0020879443641293,0,1,2.0,0
3,Squareroot,0,0,2,mixed,0.0010411506684896,0,1,2.0,0
6,Ludecomposition,510,44217000,3,int,0.0573106280349023,0,0,3.0,0
8,Eigenvalue,0,0,2,mixed,0.0043378559914375,1,1,2.0,0
6,Multiplication,0,0,3,int,0.1318887731552162,0,0,3.0,0
3,Transposition,520,270400,2,int,0.0009979201539898,0,1,2.0,0
6,Determinant,0,0,1,int,0.0519058323644436,0,0,3.0,0
1,Scaling,520,270400,2,int,0.0010125727087322,0,1,2.0,0
6,Exponential,520,270400,2,mixed,0.0009033932080649,0,1,2.0,0
8,Logarithm,0,0,2,mixed,0.0021519414298141,0,1,2.0,0
3,Squareroot,0,0,2,mixed,0.0010376262662338,0,1,2.0,0
6,Ludecomposition,0,0,3,int,0.0557589834459113,0,0,3.0,0
7,Eigenvalue,520,27040000,2,mixed,0.0021005808707975,1,1,2.0,0
6,Multiplication,530,148877000,3,int,0.1366614806361625,0,0,3.0,0
7,Addition,0,0,3,int,0.0,0,0,2.0,0
6,Determinant,0,0,1,int,0.0489123555118492,0,0,3.0,0
4,Scaling,530,280900,2,int,0.0009473801839666,0,1,2.0,0
8,Exponential,0,0,2,mixed,0.0009714440161972,0,1,2.0,0
6,Logarithm,0,0,2,mixed,0.0020511833535244,0,1,2.0,0
8,Squareroot,530,280900,2,mixed,0.0009787507857568,0,1,2.0,0
6,Ludecomposition,0,0,3,int,0.0618103098436201,0,0,3.0,0
6,Eigenvalue,0,0,2,mixed,0.002043499863653,1,1,2.0,0
8,Multiplication,0,0,3,int,0.1419910038679284,0,0,3.0,0
2,Addition,0,0,3,int,0.0009313728669723,0,0,2.0,0
