optimalThreads,typeOp,matrixSize,numOp,numVar,varType,exeTime,isIterative,memoryPattern,complexity,matrixType
1,Addition,350,122500,3,int,0.001,0,0,2.0,1
2,Transposition,350,122500,2,int,0.001,0,1,2.0,1
6,Determinant,350,42875000,1,int,0.023,0,0,3.0,1
1,Scaling,350,122500,2,int,0.0,0,1,2.0,1
8,Exponential,350,122500,2,mixed,0.001,0,1,2.0,1
5,Logarithm,350,122500,2,mixed,0.002,0,1,2.0,1
5,Squareroot,350,122500,2,mixed,0.001,0,1,2.0,1
6,Ludecomposition,350,14291666,3,int,0.031,0,0,3.0,1
6,Eigenvalue,350,12250000,2,mixed,0.001,1,1,2.0,1
8,Multiplication,360,46656000,3,int,0.05,0,0,3.0,1
2,Addition,360,129600,3,int,0.001,0,0,2.0,1
2,Transposition,360,129600,2,int,0.0,0,1,2.0,1
4,Determinant,360,46656000,1,int,0.026,0,0,3.0,1
1,Scaling,360,129600,2,int,0.0,0,1,2.0,1
7,Exponential,360,129600,2,mixed,0.0,0,1,2.0,1
7,Logarithm,360,129600,2,mixed,0.001,0,1,2.0,1
7,Squareroot,360,129600,2,mixed,0.0,0,1,2.0,1
5,Ludecomposition,360,15552000,3,int,0.038,0,0,3.0,1
2,Eigenvalue,360,12960000,2,mixed,0.002,1,1,2.0,1
8,Multiplication,370,50653000,3,int,0.051,0,0,3.0,1
1,Addition,370,136900,3,int,0.001,0,0,2.0,1
1,Transposition,370,136900,2,int,0.001,0,1,2.0,1
5,Determinant,370,50653000,1,int,0.028,0,0,3.0,1
2,Scaling,370,136900,2,int,0.001,0,1,2.0,1
3,Exponential,370,136900,2,mixed,0.001,0,1,2.0,1
4,Logarithm,370,136900,2,mixed,0.001,0,1,2.0,1
7,Squareroot,370,136900,2,mixed,0.0,0,1,2.0,1
5,Ludecomposition,370,16884333,3,int,0.031,0,0,3.0,1
5,Eigenvalue,370,13690000,2,mixed,0.001,1,1,2.0,1
6,Multiplication,380,54872000,3,int,0.074,0,0,3.0,1
5,Addition,380,144400,3,int,0.001,0,0,2.0,1
4,Transposition,380,144400,2,int,0.0,0,1,2.0,1
5,Determinant,380,54872000,1,int,0.036,0,0,3.0,1
1,Scaling,380,144400,2,int,0.0,0,1,2.0,1
4,Exponential,380,144400,2,mixed,0.001,0,1,2.0,1
7,Logarithm,380,144400,2,mixed,0.001,0,1,2.0,1
5,Squareroot,380,144400,2,mixed,0.001,0,1,2.0,1
6,Ludecomposition,380,18290666,3,int,0.042,0,0,3.0,1
3,Eigenvalue,380,14440000,2,mixed,0.001,1,1,2.0,1
8,Multiplication,390,59319000,3,int,0.06,0,0,3.0,1
2,Addition,390,152100,3,int,0.001,0,0,2.0,1
4,Transposition,390,152100,2,int,0.001,0,1,2.0,1
4,Determinant,390,59319000,1,int,0.035,0,0,3.0,1
2,Scaling,390,152100,2,int,0.0,0,1,2.0,1
7,Exponential,390,152100,2,mixed,0.001,0,1,2.0,1
7,Logarithm,390,152100,2,mixed,0.001,0,1,2.0,1
7,Squareroot,390,152100,2,mixed,0.001,0,1,2.0,1
5,Ludecomposition,390,19773000,3,int,0.036,0,0,3.0,1
5,Eigenvalue,390,15210000,2,mixed,0.001,1,1,2.0,1
8,Multiplication,400,64000000,3,int,0.069,0,0,3.0,1
3,Addition,400,160000,3,int,0.001,0,0,2.0,1
4,Transposition,400,160000,2,int,0.0,0,1,2.0,1
4,Determinant,400,64000000,1,int,0.036,0,0,3.0,1
1,Scaling,400,160000,2,int,0.001,0,1,2.0,1
7,Exponential,400,160000,2,mixed,0.001,0,1,2.0,1
6,Logarithm,400,160000,2,mixed,0.002,0,1,2.0,1
5,Squareroot,400,160000,2,mixed,0.001,0,1,2.0,1
4,Ludecomposition,400,21333333,3,int,0.05,0,0,3.0,1
4,Eigenvalue,400,16000000,2,mixed,0.002,1,1,2.0,1
6,Multiplication,410,68921000,3,int,0.072,0,0,3.0,1
2,Addition,410,168100,3,int,0.001,0,0,2.0,1
3,Transposition,410,168100,2,int,0.001,0,1,2.0,1
5,Determinant,410,68921000,1,int,0.032,0,0,3.0,1
1,Scaling,410,168100,2,int,0.001,0,1,2.0,1
5,Exponential,410,168100,2,mixed,0.001,0,1,2.0,1
6,Logarithm,410,168100,2,mixed,0.002,0,1,2.0,1
8,Squareroot,410,168100,2,mixed,0.0,0,1,2.0,1
6,Ludecomposition,410,22973666,3,int,0.037,0,0,3.0,1
4,Eigenvalue,410,16810000,2,mixed,0.001,1,1,2.0,1
6,Multiplication,420,74088000,3,int,0.076,0,0,3.0,1
1,Addition,420,176400,3,int,0.001,0,0,2.0,1
2,Transposition,420,176400,2,int,0.0,0,1,2.0,1
6,Determinant,420,74088000,1,int,0.033,0,0,3.0,1
1,Scaling,420,176400,2,int,0.001,0,1,2.0,1
7,Exponential,420,176400,2,mixed,0.001,0,1,2.0,1
6,Logarithm,420,176400,2,mixed,0.001,0,1,2.0,1
6,Squareroot,420,176400,2,mixed,0.0,0,1,2.0,1
5,Ludecomposition,420,24696000,3,int,0.039,0,0,3.0,1
3,Eigenvalue,420,17640000,2,mixed,0.002,1,1,2.0,1
6,Multiplication,430,79507000,3,int,0.086,0,0,3.0,1
2,Addition,430,184900,3,int,0.0,0,0,2.0,1
2,Transposition,430,184900,2,int,0.0,0,1,2.0,1
6,Determinant,430,79507000,1,int,0.035,0,0,3.0,1
2,Scaling,430,184900,2,int,0.0,0,1,2.0,1
3,Exponential,430,184900,2,mixed,0.001,0,1,2.0,1
8,Logarithm,430,184900,2,mixed,0.002,0,1,2.0,1
8,Squareroot,430,184900,2,mixed,0.001,0,1,2.0,1
6,Ludecomposition,430,26502333,3,int,0.039,0,0,3.0,1
5,Eigenvalue,430,18490000,2,mixed,0.001,1,1,2.0,1
7,Multiplication,440,85184000,3,int,0.098,0,0,3.0,1
2,Addition,440,193600,3,int,0.0,0,0,2.0,1
2,Transposition,440,193600,2,int,0.001,0,1,2.0,1
6,Determinant,440,85184000,1,int,0.037,0,0,3.0,1
2,Scaling,440,193600,2,int,0.0,0,1,2.0,1
6,Exponential,440,193600,2,mixed,0.001,0,1,2.0,1
7,Logarithm,440,193600,2,mixed,0.002,0,1,2.0,1
7,Squareroot,440,193600,2,mixed,0.001,0,1,2.0,1
6,Ludecomposition,440,28394666,3,int,0.044,0,0,3.0,1
4,Eigenvalue,440,19360000,2,mixed,0.004,1,1,2.0,1
8,Multiplication,450,91125000,3,int,0.089,0,0,3.0,1
3,Addition,450,202500,3,int,0.001,0,0,2.0,1
3,Transposition,450,202500,2,int,0.0,0,1,2.0,1
6,Determinant,450,91125000,1,int,0.037,0,0,3.0,1
2,Scaling,450,202500,2,int,0.0,0,1,2.0,1
8,Exponential,450,202500,2,mixed,0.0,0,1,2.0,1
7,Logarithm,450,202500,2,mixed,0.002,0,1,2.0,1
8,Squareroot,450,202500,2,mixed,0.0,0,1,2.0,1
6,Ludecomposition,450,30375000,3,int,0.049,0,0,3.0,1
6,Eigenvalue,450,20250000,2,mixed,0.002,1,1,2.0,1
6,Multiplication,460,97336000,3,int,0.109,0,0,3.0,1
2,Addition,460,211600,3,int,0.001,0,0,2.0,1
2,Transposition,460,211600,2,int,0.0,0,1,2.0,1
6,Determinant,460,97336000,1,int,0.038,0,0,3.0,1
1,Scaling,460,211600,2,int,0.0,0,1,2.0,1
4,Exponential,460,211600,2,mixed,0.001,0,1,2.0,1
6,Logarithm,460,211600,2,mixed,0.001,0,1,2.0,1
7,Squareroot,460,211600,2,mixed,0.001,0,1,2.0,1
6,Ludecomposition,460,32445333,3,int,0.05,0,0,3.0,1
6,Eigenvalue,460,21160000,2,mixed,0.001,1,1,2.0,1
6,Multiplication,470,103823000,3,int,0.106,0,0,3.0,1
5,Addition,470,220900,3,int,0.0,0,0,2.0,1
2,Transposition,470,220900,2,int,0.001,0,1,2.0,1
6,Determinant,470,103823000,1,int,0.041,0,0,3.0,1
2,Scaling,470,220900,2,int,0.0,0,1,2.0,1
3,Exponential,470,220900,2,mixed,0.001,0,1,2.0,1
6,Logarithm,470,220900,2,mixed,0.002,0,1,2.0,1
7,Squareroot,470,220900,2,mixed,0.001,0,1,2.0,1
6,Ludecomposition,470,34607666,3,int,0.048,0,0,3.0,1
4,Eigenvalue,470,22090000,2,mixed,0.002,1,1,2.0,1
6,Multiplication,480,110592000,3,int,0.12,0,0,3.0,1
3,Addition,480,230400,3,int,0.0,0,0,2.0,1
4,Transposition,480,230400,2,int,0.001,0,1,2.0,1
6,Determinant,480,110592000,1,int,0.042,0,0,3.0,1
2,Scaling,480,230400,2,int,0.001,0,1,2.0,1
3,Exponential,480,230400,2,mixed,0.001,0,1,2.0,1
6,Logarithm,480,230400,2,mixed,0.002,0,1,2.0,1
3,Squareroot,480,230400,2,mixed,0.001,0,1,2.0,1
6,Ludecomposition,480,36864000,3,int,0.05,0,0,3.0,1
8,Eigenvalue,480,23040000,2,mixed,0.002,1,1,2.0,1
6,Multiplication,490,117649000,3,int,0.115,0,0,3.0,1
4,Addition,490,240100,3,int,0.0,0,0,2.0,1
7,Transposition,490,240100,2,int,0.0,0,1,2.0,1
5,Determinant,490,117649000,1,int,0.047,0,0,3.0,1
1,Scaling,490,240100,2,int,0.001,0,1,2.0,1
6,Exponential,490,240100,2,mixed,0.001,0,1,2.0,1
7,Logarithm,490,240100,2,mixed,0.002,0,1,2.0,1
8,Squareroot,490,240100,2,mixed,0.0,0,1,2.0,1
5,Ludecomposition,490,39216333,3,int,0.057,0,0,3.0,1
6,Eigenvalue,490,24010000,2,mixed,0.002,1,1,2.0,1
6,Multiplication,500,125000000,3,int,0.141,0,0,3.0,1
3,Addition,500,250000,3,int,0.0,0,0,2.0,1
2,Transposition,500,250000,2,int,0.001,0,1,2.0,1
6,Determinant,500,125000000,1,int,0.048,0,0,3.0,1
1,Scaling,500,250000,2,int,0.001,0,1,2.0,1
7,Exponential,500,250000,2,mixed,0.001,0,1,2.0,1
6,Logarithm,500,250000,2,mixed,0.002,0,1,2.0,1
7,Squareroot,500,250000,2,mixed,0.001,0,1,2.0,1
6,Ludecomposition,500,41666666,3,int,0.056,0,0,3.0,1
8,Eigenvalue,500,25000000,2,mixed,0.002,1,1,2.0,1
6,Multiplication,510,132651000,3,int,0.136,0,0,3.0,1
3,Addition,510,260100,3,int,0.0,0,0,2.0,1
3,Transposition,510,260100,2,int,0.001,0,1,2.0,1
6,Determinant,510,132651000,1,int,0.049,0,0,3.0,1
3,Scaling,510,260100,2,int,0.0,0,1,2.0,1
6,Exponential,510,260100,2,mixed,0.001,0,1,2.0,1
7,Logarithm,510,260100,2,mixed,0.002,0,1,2.0,1
3,Squareroot,510,260100,2,mixed,0.001,0,1,2.0,1
6,Ludecomposition,510,44217000,3,int,0.058,0,0,3.0,1
6,Eigenvalue,510,26010000,2,mixed,0.002,1,1,2.0,1
5,Multiplication,520,140608000,3,int,0.15,0,0,3.0,1
7,Addition,520,270400,3,int,0.001,0,0,2.0,1
4,Transposition,520,270400,2,int,0.0,0,1,2.0,1
6,Determinant,520,140608000,1,int,0.051,0,0,3.0,1
1,Scaling,520,270400,2,int,0.001,0,1,2.0,1
8,Exponential,520,270400,2,mixed,0.001,0,1,2.0,1
7,Logarithm,520,270400,2,mixed,0.002,0,1,2.0,1
4,Squareroot,520,270400,2,mixed,0.001,0,1,2.0,1
6,Ludecomposition,520,46869333,3,int,0.06,0,0,3.0,1
6,Eigenvalue,520,27040000,2,mixed,0.001,1,1,2.0,1
6,Multiplication,530,148877000,3,int,0.142,0,0,3.0,1
3,Addition,530,280900,3,int,0.001,0,0,2.0,1
7,Transposition,530,280900,2,int,0.0,0,1,2.0,1
6,Determinant,530,148877000,1,int,0.051,0,0,3.0,1
2,Scaling,530,280900,2,int,0.0,0,1,2.0,1
7,Exponential,530,280900,2,mixed,0.002,0,1,2.0,1
7,Logarithm,530,280900,2,mixed,0.002,0,1,2.0,1
6,Squareroot,530,280900,2,mixed,0.001,0,1,2.0,1
6,Ludecomposition,530,49625666,3,int,0.065,0,0,3.0,1
6,Eigenvalue,530,28090000,2,mixed,0.002,1,1,2.0,1
6,Multiplication,540,157464000,3,int,0.138,0,0,3.0,1
7,Addition,540,291600,3,int,0.001,0,0,2.0,1
6,Transposition,540,291600,2,int,0.0,0,1,2.0,1
5,Determinant,540,157464000,1,int,0.058,0,0,3.0,1
3,Scaling,540,291600,2,int,0.001,0,1,2.0,1
5,Exponential,540,291600,2,mixed,0.002,0,1,2.0,1
8,Logarithm,540,291600,2,mixed,0.002,0,1,2.0,1
4,Squareroot,540,291600,2,mixed,0.001,0,1,2.0,1
6,Ludecomposition,540,52488000,3,int,0.064,0,0,3.0,1
5,Eigenvalue,540,29160000,2,mixed,0.003,1,1,2.0,1
6,Multiplication,550,166375000,3,int,0.156,0,0,3.0,1
3,Addition,550,302500,3,int,0.0,0,0,2.0,1
7,Transposition,550,302500,2,int,0.001,0,1,2.0,1
6,Determinant,550,166375000,1,int,0.056,0,0,3.0,1
5,Scaling,550,302500,2,int,0.001,0,1,2.0,1
7,Exponential,550,302500,2,mixed,0.001,0,1,2.0,1
7,Logarithm,550,302500,2,mixed,0.002,0,1,2.0,1
5,Squareroot,550,302500,2,mixed,0.001,0,1,2.0,1
6,Ludecomposition,550,55458333,3,int,0.067,0,0,3.0,1
6,Eigenvalue,550,30250000,2,mixed,0.002,1,1,2.0,1
6,Multiplication,560,175616000,3,int,0.161,0,0,3.0,1
4,Addition,560,313600,3,int,0.001,0,0,2.0,1
1,Transposition,560,313600,2,int,0.001,0,1,2.0,1
6,Determinant,560,175616000,1,int,0.063,0,0,3.0,1
4,Scaling,560,313600,2,int,0.0,0,1,2.0,1
7,Exponential,560,313600,2,mixed,0.001,0,1,2.0,1
8,Logarithm,560,313600,2,mixed,0.002,0,1,2.0,1
8,Squareroot,560,313600,2,mixed,0.001,0,1,2.0,1
6,Ludecomposition,560,58538666,3,int,0.07,0,0,3.0,1
6,Eigenvalue,560,31360000,2,mixed,0.002,1,1,2.0,1
8,Multiplication,570,185193000,3,int,0.169,0,0,3.0,1
5,Addition,570,324900,3,int,0.0,0,0,2.0,1
5,Transposition,570,324900,2,int,0.0,0,1,2.0,1
6,Determinant,570,185193000,1,int,0.062,0,0,3.0,1
2,Scaling,570,324900,2,int,0.0,0,1,2.0,1
7,Exponential,570,324900,2,mixed,0.001,0,1,2.0,1
8,Logarithm,570,324900,2,mixed,0.003,0,1,2.0,1
6,Squareroot,570,324900,2,mixed,0.001,0,1,2.0,1
6,Ludecomposition,570,61731000,3,int,0.074,0,0,3.0,1
6,Eigenvalue,570,32490000,2,mixed,0.002,1,1,2.0,1
6,Multiplication,580,195112000,3,int,0.166,0,0,3.0,1
6,Addition,580,336400,3,int,0.001,0,0,2.0,1
4,Transposition,580,336400,2,int,0.001,0,1,2.0,1
6,Determinant,580,195112000,1,int,0.063,0,0,3.0,1
3,Scaling,580,336400,2,int,0.0,0,1,2.0,1
7,Exponential,580,336400,2,mixed,0.001,0,1,2.0,1
5,Logarithm,580,336400,2,mixed,0.003,0,1,2.0,1
5,Squareroot,580,336400,2,mixed,0.002,0,1,2.0,1
6,Ludecomposition,580,65037333,3,int,0.076,0,0,3.0,1
6,Eigenvalue,580,33640000,2,mixed,0.002,1,1,2.0,1
6,Multiplication,590,205379000,3,int,0.187,0,0,3.0,1
3,Addition,590,348100,3,int,0.001,0,0,2.0,1
2,Transposition,590,348100,2,int,0.001,0,1,2.0,1
6,Determinant,590,205379000,1,int,0.065,0,0,3.0,1
5,Scaling,590,348100,2,int,0.0,0,1,2.0,1
8,Exponential,590,348100,2,mixed,0.001,0,1,2.0,1
8,Logarithm,590,348100,2,mixed,0.002,0,1,2.0,1
6,Squareroot,590,348100,2,mixed,0.001,0,1,2.0,1
6,Ludecomposition,590,68459666,3,int,0.08,0,0,3.0,1
8,Eigenvalue,590,34810000,2,mixed,0.003,1,1,2.0,1
5,Multiplication,600,216000000,3,int,0.356,0,0,3.0,1
3,Addition,600,360000,3,int,0.002,0,0,2.0,1
3,Transposition,600,360000,2,int,0.002,0,1,2.0,1
8,Determinant,600,216000000,1,int,0.096,0,0,3.0,1
2,Scaling,600,360000,2,int,0.001,0,1,2.0,1
6,Exponential,600,360000,2,mixed,0.002,0,1,2.0,1
8,Logarithm,600,360000,2,mixed,0.002,0,1,2.0,1
3,Squareroot,600,360000,2,mixed,0.002,0,1,2.0,1
5,Ludecomposition,600,72000000,3,int,0.091,0,0,3.0,1
6,Eigenvalue,600,36000000,2,mixed,0.003,1,1,2.0,1
8,Multiplication,610,226981000,3,int,0.211,0,0,3.0,1
2,Addition,610,372100,3,int,0.001,0,0,2.0,1
7,Transposition,610,372100,2,int,0.001,0,1,2.0,1
6,Determinant,610,226981000,1,int,0.071,0,0,3.0,1
2,Scaling,610,372100,2,int,0.001,0,1,2.0,1
7,Exponential,610,372100,2,mixed,0.002,0,1,2.0,1
6,Logarithm,610,372100,2,mixed,0.003,0,1,2.0,1
6,Squareroot,610,372100,2,mixed,0.001,0,1,2.0,1
6,Ludecomposition,610,75660333,3,int,0.085,0,0,3.0,1
7,Eigenvalue,610,37210000,2,mixed,0.002,1,1,2.0,1
8,Multiplication,620,238328000,3,int,0.217,0,0,3.0,1
8,Addition,620,384400,3,int,0.0,0,0,2.0,1
2,Transposition,620,384400,2,int,0.001,0,1,2.0,1
6,Determinant,620,238328000,1,int,0.074,0,0,3.0,1
7,Scaling,620,384400,2,int,0.0,0,1,2.0,1
8,Exponential,620,384400,2,mixed,0.002,0,1,2.0,1
7,Logarithm,620,384400,2,mixed,0.003,0,1,2.0,1
7,Squareroot,620,384400,2,mixed,0.001,0,1,2.0,1
6,Ludecomposition,620,79442666,3,int,0.09,0,0,3.0,1
6,Eigenvalue,620,38440000,2,mixed,0.002,1,1,2.0,1
8,Multiplication,630,250047000,3,int,0.217,0,0,3.0,1
8,Addition,630,396900,3,int,0.0,0,0,2.0,1
2,Transposition,630,396900,2,int,0.002,0,1,2.0,1
6,Determinant,630,250047000,1,int,0.078,0,0,3.0,1
4,Scaling,630,396900,2,int,0.001,0,1,2.0,1
8,Exponential,630,396900,2,mixed,0.002,0,1,2.0,1
6,Logarithm,630,396900,2,mixed,0.004,0,1,2.0,1
8,Squareroot,630,396900,2,mixed,0.001,0,1,2.0,1
6,Ludecomposition,630,83349000,3,int,0.092,0,0,3.0,1
5,Eigenvalue,630,39690000,2,mixed,0.003,1,1,2.0,1
6,Multiplication,640,262144000,3,int,0.254,0,0,3.0,1
1,Addition,640,409600,3,int,0.002,0,0,2.0,1
1,Transposition,640,409600,2,int,0.002,0,1,2.0,1
6,Determinant,640,262144000,1,int,0.077,0,0,3.0,1
5,Scaling,640,409600,2,int,0.0,0,1,2.0,1
8,Exponential,640,409600,2,mixed,0.001,0,1,2.0,1
7,Logarithm,640,409600,2,mixed,0.003,0,1,2.0,1
6,Squareroot,640,409600,2,mixed,0.001,0,1,2.0,1
6,Ludecomposition,640,87381333,3,int,0.096,0,0,3.0,1
6,Eigenvalue,640,40960000,2,mixed,0.003,1,1,2.0,1
8,Multiplication,650,274625000,3,int,0.281,0,0,3.0,1
4,Addition,650,422500,3,int,0.001,0,0,2.0,1
5,Transposition,650,422500,2,int,0.001,0,1,2.0,1
6,Determinant,650,274625000,1,int,0.096,0,0,3.0,1
7,Scaling,650,422500,2,int,0.001,0,1,2.0,1
8,Exponential,650,422500,2,mixed,0.002,0,1,2.0,1
6,Logarithm,650,422500,2,mixed,0.004,0,1,2.0,1
6,Squareroot,650,422500,2,mixed,0.002,0,1,2.0,1
6,Ludecomposition,650,91541666,3,int,0.101,0,0,3.0,1
8,Eigenvalue,650,42250000,2,mixed,0.003,1,1,2.0,1
8,Multiplication,660,287496000,3,int,0.269,0,0,3.0,1
2,Addition,660,435600,3,int,0.001,0,0,2.0,1
4,Transposition,660,435600,2,int,0.002,0,1,2.0,1
6,Determinant,660,287496000,1,int,0.087,0,0,3.0,1
8,Scaling,660,435600,2,int,0.0,0,1,2.0,1
7,Exponential,660,435600,2,mixed,0.002,0,1,2.0,1
8,Logarithm,660,435600,2,mixed,0.003,0,1,2.0,1
6,Squareroot,660,435600,2,mixed,0.002,0,1,2.0,1
6,Ludecomposition,660,95832000,3,int,0.104,0,0,3.0,1
6,Eigenvalue,660,43560000,2,mixed,0.003,1,1,2.0,1
8,Multiplication,670,300763000,3,int,0.29,0,0,3.0,1
6,Addition,670,448900,3,int,0.001,0,0,2.0,1
5,Transposition,670,448900,2,int,0.002,0,1,2.0,1
6,Determinant,670,300763000,1,int,0.088,0,0,3.0,1
8,Scaling,670,448900,2,int,0.001,0,1,2.0,1
6,Exponential,670,448900,2,mixed,0.002,0,1,2.0,1
7,Logarithm,670,448900,2,mixed,0.003,0,1,2.0,1
7,Squareroot,670,448900,2,mixed,0.002,0,1,2.0,1
6,Ludecomposition,670,100254333,3,int,0.106,0,0,3.0,1
6,Eigenvalue,670,44890000,2,mixed,0.003,1,1,2.0,1
6,Multiplication,680,314432000,3,int,0.341,0,0,3.0,1
3,Addition,680,462400,3,int,0.001,0,0,2.0,1
3,Transposition,680,462400,2,int,0.002,0,1,2.0,1
6,Determinant,680,314432000,1,int,0.089,0,0,3.0,1
4,Scaling,680,462400,2,int,0.001,0,1,2.0,1
6,Exponential,680,462400,2,mixed,0.002,0,1,2.0,1
6,Logarithm,680,462400,2,mixed,0.004,0,1,2.0,1
6,Squareroot,680,462400,2,mixed,0.001,0,1,2.0,1
6,Ludecomposition,680,104810666,3,int,0.111,0,0,3.0,1
5,Eigenvalue,680,46240000,2,mixed,0.003,1,1,2.0,1
6,Multiplication,690,328509000,3,int,0.328,0,0,3.0,1
4,Addition,690,476100,3,int,0.002,0,0,2.0,1
2,Transposition,690,476100,2,int,0.001,0,1,2.0,1
6,Determinant,690,328509000,1,int,0.092,0,0,3.0,1
5,Scaling,690,476100,2,int,0.001,0,1,2.0,1
7,Exponential,690,476100,2,mixed,0.002,0,1,2.0,1
8,Logarithm,690,476100,2,mixed,0.003,0,1,2.0,1
8,Squareroot,690,476100,2,mixed,0.001,0,1,2.0,1
6,Ludecomposition,690,109503000,3,int,0.118,0,0,3.0,1
5,Eigenvalue,690,47610000,2,mixed,0.002,1,1,2.0,1
6,Multiplication,700,343000000,3,int,0.359,0,0,3.0,1
3,Addition,700,490000,3,int,0.002,0,0,2.0,1
8,Transposition,700,490000,2,int,0.001,0,1,2.0,1
6,Determinant,700,343000000,1,int,0.101,0,0,3.0,1
2,Scaling,700,490000,2,int,0.001,0,1,2.0,1
8,Exponential,700,490000,2,mixed,0.002,0,1,2.0,1
8,Logarithm,700,490000,2,mixed,0.003,0,1,2.0,1
6,Squareroot,700,490000,2,mixed,0.002,0,1,2.0,1
6,Ludecomposition,700,114333333,3,int,0.122,0,0,3.0,1
7,Eigenvalue,700,49000000,2,mixed,0.003,1,1,2.0,1
8,Multiplication,710,357911000,3,int,0.333,0,0,3.0,1
6,Addition,710,504100,3,int,0.001,0,0,2.0,1
7,Transposition,710,504100,2,int,0.002,0,1,2.0,1
6,Determinant,710,357911000,1,int,0.098,0,0,3.0,1
3,Scaling,710,504100,2,int,0.001,0,1,2.0,1
7,Exponential,710,504100,2,mixed,0.002,0,1,2.0,1
8,Logarithm,710,504100,2,mixed,0.004,0,1,2.0,1
7,Squareroot,710,504100,2,mixed,0.002,0,1,2.0,1
6,Ludecomposition,710,119303666,3,int,0.125,0,0,3.0,1
6,Eigenvalue,710,50410000,2,mixed,0.003,1,1,2.0,1
6,Multiplication,730,389017000,3,int,0.38,0,0,3.0,1
3,Addition,730,532900,3,int,0.001,0,0,2.0,1
2,Transposition,730,532900,2,int,0.003,0,1,2.0,1
6,Determinant,730,389017000,1,int,0.109,0,0,3.0,1
3,Scaling,730,532900,2,int,0.001,0,1,2.0,1
8,Exponential,730,532900,2,mixed,0.002,0,1,2.0,1
8,Logarithm,730,532900,2,mixed,0.003,0,1,2.0,1
4,Squareroot,730,532900,2,mixed,0.003,0,1,2.0,1
6,Ludecomposition,730,129672333,3,int,0.133,0,0,3.0,1
7,Eigenvalue,730,53290000,2,mixed,0.004,1,1,2.0,1
7,Multiplication,100,1000000,3,int,0.002,0,0,3.0,2
1,Addition,100,10000,3,int,0.0,0,0,2.0,2
1,Transposition,100,10000,2,int,0.0,0,1,2.0,2
1,Determinant,100,1000000,1,int,0.002,0,0,3.0,2
2,Scaling,100,10000,2,int,0.0,0,1,2.0,2
1,Exponential,100,10000,2,mixed,0.0,0,1,2.0,2
3,Logarithm,100,10000,2,mixed,0.0,0,1,2.0,2
1,Squareroot,100,10000,2,mixed,0.0,0,1,2.0,2
1,Ludecomposition,100,333333,3,int,0.003,0,0,3.0,2
2,Eigenvalue,100,1000000,2,mixed,0.002,1,1,2.0,2
7,Multiplication,110,1331000,3,int,0.003,0,0,3.0,2
1,Addition,110,12100,3,int,0.0,0,0,2.0,2
1,Transposition,110,12100,2,int,0.0,0,1,2.0,2
1,Determinant,110,1331000,1,int,0.003,0,0,3.0,2
1,Scaling,110,12100,2,int,0.0,0,1,2.0,2
2,Exponential,110,12100,2,mixed,0.0,0,1,2.0,2
1,Logarithm,110,12100,2,mixed,0.001,0,1,2.0,2
1,Squareroot,110,12100,2,mixed,0.001,0,1,2.0,2
1,Ludecomposition,110,443666,3,int,0.005,0,0,3.0,2
2,Eigenvalue,110,1210000,2,mixed,0.002,1,1,2.0,2
6,Multiplication,120,1728000,3,int,0.004,0,0,3.0,2
1,Addition,120,14400,3,int,0.0,0,0,2.0,2
2,Transposition,120,14400,2,int,0.0,0,1,2.0,2
1,Determinant,120,1728000,1,int,0.003,0,0,3.0,2
1,Scaling,120,14400,2,int,0.0,0,1,2.0,2
1,Exponential,120,14400,2,mixed,0.001,0,1,2.0,2
4,Logarithm,120,14400,2,mixed,0.001,0,1,2.0,2
2,Squareroot,120,14400,2,mixed,0.0,0,1,2.0,2
1,Ludecomposition,120,576000,3,int,0.004,0,0,3.0,2
5,Eigenvalue,120,1440000,2,mixed,0.003,1,1,2.0,2
8,Multiplication,130,2197000,3,int,0.004,0,0,3.0,2
1,Addition,130,16900,3,int,0.0,0,0,2.0,2
1,Transposition,130,16900,2,int,0.0,0,1,2.0,2
1,Determinant,130,2197000,1,int,0.005,0,0,3.0,2
1,Scaling,130,16900,2,int,0.0,0,1,2.0,2
1,Exponential,130,16900,2,mixed,0.001,0,1,2.0,2
4,Logarithm,130,16900,2,mixed,0.001,0,1,2.0,2
1,Squareroot,130,16900,2,mixed,0.0,0,1,2.0,2
1,Ludecomposition,130,732333,3,int,0.005,0,0,3.0,2
1,Eigenvalue,130,1690000,2,mixed,0.002,1,1,2.0,2
8,Multiplication,140,2744000,3,int,0.004,0,0,3.0,2
1,Addition,140,19600,3,int,0.0,0,0,2.0,2
1,Transposition,140,19600,2,int,0.0,0,1,2.0,2
1,Determinant,140,2744000,1,int,0.005,0,0,3.0,2
1,Scaling,140,19600,2,int,0.0,0,1,2.0,2
2,Exponential,140,19600,2,mixed,0.0,0,1,2.0,2
2,Logarithm,140,19600,2,mixed,0.001,0,1,2.0,2
1,Squareroot,140,19600,2,mixed,0.0,0,1,2.0,2
1,Ludecomposition,140,914666,3,int,0.008,0,0,3.0,2
4,Eigenvalue,140,1960000,2,mixed,0.003,1,1,2.0,2
6,Multiplication,150,3375000,3,int,0.008,0,0,3.0,2
1,Addition,150,22500,3,int,0.0,0,0,2.0,2
1,Transposition,150,22500,2,int,0.0,0,1,2.0,2
1,Determinant,150,3375000,1,int,0.007,0,0,3.0,2
1,Scaling,150,22500,2,int,0.001,0,1,2.0,2
2,Exponential,150,22500,2,mixed,0.0,0,1,2.0,2
5,Logarithm,150,22500,2,mixed,0.001,0,1,2.0,2
